物件名,住所,築年数,階数,家賃,管理費,間取り,広さ,敷金,礼金,物件画像URL,物件詳細URL,アクセス1路線,アクセス1駅名,アクセス1徒歩,アクセス2路線,アクセス2駅名,アクセス2徒歩,アクセス3路線,アクセス3駅名,アクセス3徒歩
都営新宿線 菊川駅 7階建 築3年,東京都墨田区江東橋５,3,3,11.7,12000,1DK,28.12,0,0,https://img01.suumo.com/front/gazo/fr/bukken/395/100355061395/100355061395_gw.jpg,https://bridal.suumo.jp/chintai/jnc_000086191719/?bc=100355061395,都営新宿線,菊川, 9, 東京メトロ半蔵門線,住吉, 10, ＪＲ総武線,錦糸町, 11
クリアル錦糸町,東京都墨田区江東橋５,3,3,11.7,12000,1DK,28.12,0,0,https://img01.suumo.com/front/gazo/fr/bukken/147/100355058147/100355058147_gw.jpg,https://bridal.suumo.jp/chintai/jnc_000086191718/?bc=100355058147,都営新宿線,菊川, 9, 東京メトロ半蔵門線,住吉, 10, ＪＲ総武線,錦糸町, 11
ブランシェ文京白山II,東京都文京区白山２,10,3,7.7,12000,ワンルーム,21.83,0,0,https://img01.suumo.com/front/gazo/fr/bukken/355/100344985355/100344985355_gw.jpg,https://bridal.suumo.jp/chintai/jnc_000044136503/?bc=100352446634,都営三田線,白山, 9, 都営大江戸線,春日, 12, 東京メトロ南北線,後楽園, 13
ブランシェ文京白山II,東京都文京区白山２,10,4,13.5,12000,1LDK,44.48,0,0,https://img01.suumo.com/front/gazo/fr/bukken/355/100344985355/100344985355_gw.jpg,https://bridal.suumo.jp/chintai/jnc_000044425496/?bc=100344985355,都営三田線,白山, 9, 都営大江戸線,春日, 12, 東京メトロ南北線,後楽園, 13
メイクス東向島II,東京都墨田区東向島５,2,2,8.4,12000,1K,25.82,8.4,8.4,https://img01.suumo.com/front/gazo/fr/bukken/104/100350111104/100350111104_gw.jpg,https://bridal.suumo.jp/chintai/jnc_000072096256/?bc=100350111104,東武伊勢崎線,東向島, 5, 京成押上線,八広, 9, 京成押上線,京成曳舟, 15
ドゥーエ月島,東京都中央区月島１,14,8,16.9,10000,1LDK,45.21,0,0,https://img01.suumo.com/front/gazo/fr/bukken/537/100348997537/100348997537_gw.jpg,https://bridal.suumo.jp/chintai/jnc_000086845591/?bc=100348997537,東京メトロ有楽町線,月島, 1, 都営大江戸線,勝どき, 11, ＪＲ京葉線,越中島, 13
ドゥーエ月島,東京都中央区月島１,14,4,17.5,10000,1LDK,45.21,17.5,17.5,https://img01.suumo.com/front/gazo/fr/bukken/537/100348997537/100348997537_gw.jpg,https://bridal.suumo.jp/chintai/jnc_000086356995/?bc=100352947748,東京メトロ有楽町線,月島, 1, 都営大江戸線,勝どき, 11, ＪＲ京葉線,越中島, 13
ドゥーエ月島,東京都中央区月島１,14,5,18.2,10000,1LDK,41.82,0,0,https://img01.suumo.com/front/gazo/fr/bukken/537/100348997537/100348997537_gw.jpg,https://bridal.suumo.jp/chintai/jnc_000083228196/?bc=100352947672,東京メトロ有楽町線,月島, 1, 都営大江戸線,勝どき, 11, ＪＲ京葉線,越中島, 13
ドゥーエ月島,東京都中央区月島１,14,11,18.7,10000,1LDK,41.82,0,0,https://img01.suumo.com/front/gazo/fr/bukken/537/100348997537/100348997537_gw.jpg,https://bridal.suumo.jp/chintai/jnc_000086362890/?bc=100352947798,東京メトロ有楽町線,月島, 1, 都営大江戸線,勝どき, 11, ＪＲ京葉線,越中島, 13
ドゥーエ月島,東京都中央区月島１,14,12,18.8,10000,1LDK,41.82,0,0,https://img01.suumo.com/front/gazo/fr/bukken/537/100348997537/100348997537_gw.jpg,https://bridal.suumo.jp/chintai/jnc_000085025713/?bc=100353467777,東京メトロ有楽町線,月島, 1, 都営大江戸線,勝どき, 11, ＪＲ京葉線,越中島, 13
ウェルスクエア学芸大学,東京都目黒区鷹番３,0,1,18.6,12000,2LDK,40.8,18.6,18.6,https://img01.suumo.com/front/gazo/fr/bukken/417/100354457417/100354457417_gw.jpg,https://bridal.suumo.jp/chintai/jnc_000086567362/?bc=100354512980,東急東横線,学芸大学, 2, 東急東横線,祐天寺, 17, 東急目黒線,武蔵小山, 16
ウェルスクエア学芸大学,東京都目黒区鷹番３,0,3,19.6,12000,2LDK,40.8,19.6,19.6,https://img01.suumo.com/front/gazo/fr/bukken/417/100354457417/100354457417_gw.jpg,https://bridal.suumo.jp/chintai/jnc_000086567372/?bc=100354457417,東急東横線,学芸大学, 2, 東急東横線,祐天寺, 17, 東急目黒線,武蔵小山, 16
ウェルスクエア学芸大学,東京都目黒区鷹番３,0,2,19.7,12000,2LDK,40.84,19.7,19.7,https://img01.suumo.com/front/gazo/fr/bukken/417/100354457417/100354457417_gw.jpg,https://bridal.suumo.jp/chintai/jnc_000086567363/?bc=100354512991,東急東横線,学芸大学, 2, 東急東横線,祐天寺, 17, 東急目黒線,武蔵小山, 16
ウェルスクエア学芸大学,東京都目黒区鷹番３,0,3,19.9,12000,2LDK,40.84,19.9,19.9,https://img01.suumo.com/front/gazo/fr/bukken/417/100354457417/100354457417_gw.jpg,https://bridal.suumo.jp/chintai/jnc_000086567368/?bc=100354646047,東急東横線,学芸大学, 2, 東急東横線,祐天寺, 17, 東急目黒線,武蔵小山, 16
ウェルスクエア学芸大学,東京都目黒区鷹番３,0,2,20,12000,1LDK,41.98,20,20,https://img01.suumo.com/front/gazo/fr/bukken/417/100354457417/100354457417_gw.jpg,https://bridal.suumo.jp/chintai/jnc_000086567364/?bc=100354513015,東急東横線,学芸大学, 2, 東急東横線,祐天寺, 17, 東急目黒線,武蔵小山, 16
ウェルスクエア学芸大学,東京都目黒区鷹番３,0,3,20.2,12000,1LDK,41.98,20.2,20.2,https://img01.suumo.com/front/gazo/fr/bukken/417/100354457417/100354457417_gw.jpg,https://bridal.suumo.jp/chintai/jnc_000086567369/?bc=100354515318,東急東横線,学芸大学, 2, 東急東横線,祐天寺, 17, 東急目黒線,武蔵小山, 16
ウェルスクエア学芸大学,東京都目黒区鷹番３,0,4,20.4,12000,1LDK,41.98,20.4,20.4,https://img01.suumo.com/front/gazo/fr/bukken/417/100354457417/100354457417_gw.jpg,https://bridal.suumo.jp/chintai/jnc_000086567374/?bc=100354515264,東急東横線,学芸大学, 2, 東急東横線,祐天寺, 17, 東急目黒線,武蔵小山, 16
ウェルスクエア学芸大学,東京都目黒区鷹番３,0,4,20.9,12000,2LDK,40.6,20.9,20.9,https://img01.suumo.com/front/gazo/fr/bukken/417/100354457417/100354457417_gw.jpg,https://bridal.suumo.jp/chintai/jnc_000086567375/?bc=100354642425,東急東横線,学芸大学, 2, 東急東横線,祐天寺, 17, 東急目黒線,武蔵小山, 16
ウェルスクエア学芸大学,東京都目黒区鷹番３,0,5,21.2,12000,1LDK,41.98,21.2,21.2,https://img01.suumo.com/front/gazo/fr/bukken/417/100354457417/100354457417_gw.jpg,https://bridal.suumo.jp/chintai/jnc_000086567378/?bc=100354642672,東急東横線,学芸大学, 2, 東急東横線,祐天寺, 17, 東急目黒線,武蔵小山, 16
ウェルスクエア学芸大学,東京都目黒区鷹番３,0,5,21.7,12000,2LDK,40.6,21.7,21.7,https://img01.suumo.com/front/gazo/fr/bukken/417/100354457417/100354457417_gw.jpg,https://bridal.suumo.jp/chintai/jnc_000086567379/?bc=100354514514,東急東横線,学芸大学, 2, 東急東横線,祐天寺, 17, 東急目黒線,武蔵小山, 16
東京メトロ半蔵門線 押上駅 7階建 築10年,東京都墨田区向島２,10,1,13.5,10000,1LDK,41.05,13.5,13.5,https://img01.suumo.com/front/gazo/fr/bukken/038/100356010038/100356010038_gw.jpg,https://bridal.suumo.jp/chintai/jnc_000086466306/?bc=100356010038,東京メトロ半蔵門線,押上, 9, 都営浅草線,本所吾妻橋, 12, 東武伊勢崎線,曳舟, 13
クレストアベニュー祐天寺,東京都目黒区五本木２,1,1,16.7,10000,1LDK,37.65,16.7,16.7,https://img01.suumo.com/front/gazo/fr/bukken/876/100354086876/100354086876_gw.jpg,https://bridal.suumo.jp/chintai/jnc_000086526582/?bc=100354086876,東急東横線,祐天寺, 6, 東急東横線,学芸大学, 12, 東京メトロ日比谷線,中目黒, 17
東京メトロ東西線 九段下駅 13階建 築17年,東京都千代田区九段南２,17,13,22.7,10000,1LDK,45.16,22.7,22.7,https://img01.suumo.com/front/gazo/fr/bukken/532/100351341532/100351341532_gw.jpg,https://bridal.suumo.jp/chintai/jnc_000083984331/?bc=100351341532,東京メトロ東西線,九段下, 9, 東京メトロ有楽町線,市ケ谷, 9, 東京メトロ半蔵門線,半蔵門, 12
アレーロ白山2,東京都文京区白山２,8,3,14.3,10000,1LDK,39.75,14.3,14.3,https://img01.suumo.com/front/gazo/fr/bukken/568/100351240568/100351240568_gw.jpg,https://bridal.suumo.jp/chintai/jnc_000086567220/?bc=100351240568,都営大江戸線,春日, 9, 都営三田線,白山, 12, 東京メトロ南北線,東大前, 18
本駒込Kマンション,東京都文京区本駒込４,25,6,22.5,15000,2SLDK,65.91,22.5,22.5,https://img01.suumo.com/front/gazo/fr/bukken/130/100325053130/100325053130_gw.jpg,https://bridal.suumo.jp/chintai/jnc_000081905894/?bc=100325053130,ＪＲ山手線,田端, 10, ＪＲ山手線,西日暮里, 13, 東京メトロ南北線,本駒込, 14
ＪＲ山手線 田端駅 13階建 築25年,東京都文京区本駒込４,25,6,22.5,15000,2SLDK,65.91,22.5,22.5,https://img01.suumo.com/front/gazo/fr/bukken/243/100346247243/100346247243_gw.jpg,https://bridal.suumo.jp/chintai/jnc_000082172168/?bc=100346247243,ＪＲ山手線,田端, 10, ＪＲ山手線,西日暮里, 13, 東京メトロ南北線,本駒込, 14
クレセントレジデンス上荻,東京都杉並区上荻２,0,1,13.6,4000,1LDK,33.25,13.6,27.2,https://img01.suumo.com/front/gazo/fr/bukken/889/100352705889/100352705889_gw.jpg,https://bridal.suumo.jp/chintai/jnc_000086311613/?bc=100352705889,ＪＲ中央線,荻窪, 9, ＪＲ中央線,西荻窪, 19, 西武新宿線,井荻, バス11 (バス停)四面道 6
クレセントレジデンス上荻,東京都杉並区上荻２,0,1,13.7,4000,1LDK,36.45,13.7,27.4,https://img01.suumo.com/front/gazo/fr/bukken/889/100352705889/100352705889_gw.jpg,https://bridal.suumo.jp/chintai/jnc_000086311614/?bc=100354548914,ＪＲ中央線,荻窪, 9, ＪＲ中央線,西荻窪, 19, 西武新宿線,井荻, バス11 (バス停)四面道 6
クレセントレジデンス上荻,東京都杉並区上荻２,0,2,14.1,4000,1LDK,35.05,14.1,28.2,https://img01.suumo.com/front/gazo/fr/bukken/889/100352705889/100352705889_gw.jpg,https://bridal.suumo.jp/chintai/jnc_000086311615/?bc=100352706048,ＪＲ中央線,荻窪, 9, ＪＲ中央線,西荻窪, 19, 西武新宿線,井荻, バス11 (バス停)四面道 6
ＪＲ中央線 荻窪駅 3階建 新築,東京都杉並区上荻２,0,2,14.1,4000,1LDK,35.05,14.1,28.2,https://img01.suumo.com/front/gazo/fr/bukken/332/100352779332/100352779332_pw.jpg,https://bridal.suumo.jp/chintai/jnc_000086316063/?bc=100352779332,ＪＲ中央線,荻窪, 9, ＪＲ総武線,西荻窪, 19, 東京メトロ丸ノ内線,荻窪, 9
ＪＲ総武線 両国駅 9階建 築37年,東京都墨田区両国２,37,5,9,9000,2K,35.79,18,9,https://img01.suumo.com/front/gazo/fr/bukken/711/100334033711/100334033711_gw.jpg,https://bridal.suumo.jp/chintai/jnc_000083392045/?bc=100334033711,ＪＲ総武線,両国, 6, 都営大江戸線,両国, 6, 都営新宿線,森下, 12
高井戸パークハウスN棟,東京都杉並区高井戸西３,24,7,20,12000,3LDK,72.03,40,20,https://img01.suumo.com/front/gazo/fr/bukken/148/100347827148/100347827148_gw.jpg,https://bridal.suumo.jp/chintai/jnc_000086672583/?bc=100347827148,京王井の頭線,高井戸, 7, 京王井の頭線,富士見ヶ丘, 13, ＪＲ中央線,荻窪, バス21 (バス停)高井戸東三丁目 6
京王井の頭線 高井戸駅 10階建 築24年,東京都杉並区高井戸西３,24,7,20,12000,3LDK,72.03,40,20,https://img01.suumo.com/front/gazo/fr/bukken/879/100347969879/100347969879_gw.jpg,https://bridal.suumo.jp/chintai/jnc_000086694008/?bc=100347969879,京王井の頭線,高井戸, 7, 京王井の頭線,富士見ヶ丘, 13, ＪＲ中央線,荻窪, バス21 (バス停)高井戸東三丁目 6
京王線 芦花公園駅 5階建 築9年,東京都杉並区上高井戸１,9,5,13.8,10000,1LDK,47.09,13.8,13.8,https://img01.suumo.com/front/gazo/fr/bukken/541/100353486541/100353486541_gw.jpg,https://bridal.suumo.jp/chintai/jnc_000075825117/?bc=100353486541,京王線,芦花公園, 5, 京王線,八幡山, 8, 京王井の頭線,高井戸, 20
ウエリスアーバン錦糸町,東京都墨田区江東橋４,0,13,21.5,25000,2DK,41.51,21.5,0,https://img01.suumo.com/front/gazo/fr/bukken/359/100316916359/100316916359_gw.jpg,https://bridal.suumo.jp/chintai/jnc_000085519963/?bc=100316916359,東京メトロ半蔵門線,錦糸町, 3, 都営新宿線,住吉, 14, ＪＲ総武線,亀戸, 13
ウエリスアーバン錦糸町,東京都墨田区江東橋４,0,14,21.6,25000,2DK,41.51,21.6,0,https://img01.suumo.com/front/gazo/fr/bukken/359/100316916359/100316916359_gw.jpg,https://bridal.suumo.jp/chintai/jnc_000085512306/?bc=100316916417,東京メトロ半蔵門線,錦糸町, 3, 都営新宿線,住吉, 14, ＪＲ総武線,亀戸, 13
ウエリスアーバン錦糸町,東京都墨田区江東橋４,0,15,21.9,25000,2DK,41.51,21.9,0,https://img01.suumo.com/front/gazo/fr/bukken/359/100316916359/100316916359_gw.jpg,https://bridal.suumo.jp/chintai/jnc_000085519964/?bc=100316916406,東京メトロ半蔵門線,錦糸町, 3, 都営新宿線,住吉, 14, ＪＲ総武線,亀戸, 13
ウエリスアーバン錦糸町,東京都墨田区江東橋４,0,13,27.5,25000,2LDK,54.03,27.5,0,https://img01.suumo.com/front/gazo/fr/bukken/359/100316916359/100316916359_gw.jpg,https://bridal.suumo.jp/chintai/jnc_000085622070/?bc=100347828327,東京メトロ半蔵門線,錦糸町, 3, 都営新宿線,住吉, 14, ＪＲ総武線,亀戸, 13
京成押上線 八広駅 9階建 築4年,東京都墨田区八広４,4,8,14.1,10000,1LDK,40.48,14.1,14.1,https://img01.suumo.com/front/gazo/fr/bukken/228/100350164228/100350164228_gw.jpg,https://bridal.suumo.jp/chintai/jnc_000085940440/?bc=100350164228,京成押上線,八広, 9, 京成押上線,京成曳舟, 14, 東武伊勢崎線,東向島, 16
ポワソヌリー文京千石,東京都文京区千石２,7,4,10.2,3000,1DK,28.93,10.2,10.2,https://img01.suumo.com/front/gazo/fr/bukken/349/100353440349/100353440349_gw.jpg,https://bridal.suumo.jp/chintai/jnc_000055069587/?bc=100353440349,都営三田線,千石, 6, ＪＲ山手線,巣鴨, 14, 東京メトロ丸ノ内線,茗荷谷, 15
奥沢ハイツ,東京都世田谷区奥沢３,37,2,15.5,5000,3SK,58.95,31,15.5,https://img01.suumo.com/front/gazo/fr/bukken/740/100351601740/100351601740_gw.jpg,https://bridal.suumo.jp/chintai/jnc_000086154058/?bc=100351601740,東急目黒線,奥沢, 3, 東急東横線,自由が丘, 11, 東急東横線,田園調布, 12
東急目黒線 奥沢駅 地下1地上4階建 築37年,東京都世田谷区奥沢３,37,2,15.5,5000,3SK,58.95,31,15.5,https://img01.suumo.com/front/gazo/fr/bukken/045/100352183045/100352183045_gw.jpg,https://bridal.suumo.jp/chintai/jnc_000086148149/?bc=100352183045,東急目黒線,奥沢, 3, 東急東横線,自由が丘, 11, 東急東横線,田園調布, 12
スタジオデン勝どき,東京都中央区勝どき３,20,9,18.5,15000,1LDK,43.64,18.5,18.5,https://img01.suumo.com/front/gazo/fr/bukken/790/100351147790/100351147790_gw.jpg,https://bridal.suumo.jp/chintai/jnc_000086066756/?bc=100351147790,都営大江戸線,勝どき, 3, 都営大江戸線,築地市場, 20, 東京メトロ日比谷線,築地, 17
ＪＲ総武線 錦糸町駅 13階建 築3年,東京都墨田区緑３,3,4,16.6,12000,1LDK,40.19,16.6,0,https://img01.suumo.com/front/gazo/fr/bukken/749/100352777749/100352777749_gw.jpg,https://bridal.suumo.jp/chintai/jnc_000085412360/?bc=100349813086,ＪＲ総武線,錦糸町, 13, 東京メトロ半蔵門線,錦糸町, 13, 都営大江戸線,両国, 8
ＪＲ総武線 錦糸町駅 13階建 築3年,東京都墨田区緑３,3,6,16.8,12000,1LDK,40.29,16.8,0,https://img01.suumo.com/front/gazo/fr/bukken/749/100352777749/100352777749_gw.jpg,https://bridal.suumo.jp/chintai/jnc_000085784274/?bc=100352777749,ＪＲ総武線,錦糸町, 13, 東京メトロ半蔵門線,錦糸町, 13, 都営大江戸線,両国, 8
ＪＲ総武線 錦糸町駅 13階建 築3年,東京都墨田区緑３,3,13,18.3,12000,1LDK,44.32,18.3,0,https://img01.suumo.com/front/gazo/fr/bukken/749/100352777749/100352777749_gw.jpg,https://bridal.suumo.jp/chintai/jnc_000075806179/?bc=100352622567,ＪＲ総武線,錦糸町, 13, 東京メトロ半蔵門線,錦糸町, 13, 都営大江戸線,両国, 8
京王線 上北沢駅 4階建 築3年,東京都世田谷区上北沢５,3,4,15.9,10000,2LDK,41.48,15.9,0,https://img01.suumo.com/front/gazo/fr/bukken/141/100352415141/100352415141_gw.jpg,https://bridal.suumo.jp/chintai/jnc_000086235032/?bc=100352415141,京王線,上北沢, 6, 京王線,八幡山, 9, 京王井の頭線,浜田山, 25
グレイス大岡山,東京都目黒区大岡山１,0,1,18.5,5000,1LDK,46.06,18.5,18.5,https://img01.suumo.com/front/gazo/fr/bukken/434/100349184434/100349184434_gw.jpg,https://bridal.suumo.jp/chintai/jnc_000086286901/?bc=100349430919,東急目黒線,大岡山, 5, 東急大井町線,緑が丘, 15, 東急東横線,都立大学, 19
グレイス大岡山,東京都目黒区大岡山１,0,3,28.5,5000,2LDK,67.66,28.5,28.5,https://img01.suumo.com/front/gazo/fr/bukken/434/100349184434/100349184434_gw.jpg,https://bridal.suumo.jp/chintai/jnc_000086423456/?bc=100349184434,東急目黒線,大岡山, 5, 東急大井町線,緑が丘, 15, 東急東横線,都立大学, 19
ＪＲ山手線 五反田駅 5階建 新築,東京都品川区東五反田４,0,2,15.1,8000,1DK,31.39,15.1,15.1,https://img01.suumo.com/front/gazo/fr/bukken/412/100346217412/100346217412_gw.jpg,https://bridal.suumo.jp/chintai/jnc_000082842918/?bc=100346217412,ＪＲ山手線,五反田, 6, 都営浅草線,高輪台, 7, 東京メトロ南北線,白金台, 13
都営新宿線 菊川駅 9階建 築8年,東京都墨田区緑４,8,3,15.9,12000,1LDK,43.45,15.9,15.9,https://img01.suumo.com/front/gazo/fr/bukken/939/100356009939/100356009939_gw.jpg,https://bridal.suumo.jp/chintai/jnc_000085797616/?bc=100356009939,都営新宿線,菊川, 9, ＪＲ総武線,錦糸町, 11, 東京メトロ半蔵門線,錦糸町, 11
ラヴィリオ錦糸町ベルグレード,東京都墨田区太平１,15,9,8.5,12000,1K,25.96,8.5,4.25,https://img01.suumo.com/front/gazo/fr/bukken/639/100352466639/100352466639_gw.jpg,https://bridal.suumo.jp/chintai/jnc_000086221052/?bc=100352466639,ＪＲ総武線快速,錦糸町, 8, 東京メトロ半蔵門線,錦糸町, 8, 都営浅草線,本所吾妻橋, 19
プラザN.J.A,東京都墨田区八広２,0,3,10.8,9000,1DK,32.25,0,0,https://img01.suumo.com/front/gazo/fr/bukken/280/100346240280/100346240280_gw.jpg,https://bridal.suumo.jp/chintai/jnc_000084868780/?bc=100346240280,東武亀戸線,小村井, 6, 京成押上線,京成曳舟, 12, 東京メトロ半蔵門線,押上, 20
ティモーネプレミアム押上イースト,東京都墨田区立花３,4,2,13.3,7000,2DK,41.16,13.3,13.3,https://img01.suumo.com/front/gazo/fr/bukken/778/100350786778/100350786778_gw.jpg,https://bridal.suumo.jp/chintai/jnc_000086827182/?bc=100353741657,東武亀戸線,東あずま, 2, ＪＲ総武線,平井, 13, 東武亀戸線,亀戸水神, 13
ティモーネプレミアム押上イースト,東京都墨田区立花３,4,2,13.6,7000,2DK,41.16,13.6,13.6,https://img01.suumo.com/front/gazo/fr/bukken/778/100350786778/100350786778_gw.jpg,https://bridal.suumo.jp/chintai/jnc_000086625508/?bc=100350786778,東武亀戸線,東あずま, 2, ＪＲ総武線,平井, 13, 東武亀戸線,亀戸水神, 13
